"","ENSEMBL ID","Gene names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"17181","ENSRNOG00000049929","AABR07030494.1",90.69601471,-2.51055139,0.215665451,-11.64095307,2.55e-31,3.06e-30
"17282","ENSRNOG00000050186","unkown",2.689471517,-2.849668268,1.153682928,-2.47006192,0.013508967,0.027814752
"17322","ENSRNOG00000050278","unkown",4591.730872,-2.024308143,0.05821387,-34.77363963,6.09e-265,1.33e-262
"17707","ENSRNOG00000051262","Tmc1",2.073532893,-4.283732684,1.628733927,-2.630099743,0.008535982,0.018288825
"18100","ENSRNOG00000052017","Dio3",5.105798385,-2.776124647,0.862761497,-3.21771968,0.00129214,0.003190547
"18186","ENSRNOG00000052190","unkown",12.21757445,-2.227405858,0.551013914,-4.04237679,5.29e-05,0.000157409
"18293","ENSRNOG00000052407","Btk",23.04468355,-2.537082754,0.447920413,-5.664137383,1.48e-08,6.15e-08
"18299","ENSRNOG00000052424","RGD1306556",538.0159641,-2.987060209,0.129319559,-23.09828642,4.82e-118,2.62e-116
"18356","ENSRNOG00000052551","unkown",25.79835819,-2.579842099,0.366255036,-7.043840622,1.87e-12,1.03e-11
"18411","ENSRNOG00000052685","unkown",4654.527225,-2.017718512,0.058498808,-34.49161724,1.07e-260,2.23e-258
"18435","ENSRNOG00000052724","unkown",24.41703298,-2.578501237,0.396006044,-6.51126738,7.45e-11,3.71e-10
"18466","ENSRNOG00000052778","unkown",2.198360161,-3.142207841,1.406039735,-2.234793059,0.025430938,0.04924631
"18534","ENSRNOG00000052925","unkown",821840.0621,-2.096647257,0.057696898,-36.33899477,3.92e-289,1.08e-286
"18590","ENSRNOG00000053045","Wscd2",26.21715953,-2.000429868,0.467936259,-4.275005042,1.91e-05,5.97e-05
"18612","ENSRNOG00000053086","Selenop",298.827725,-2.328887165,0.495749442,-4.697710112,2.63e-06,8.96e-06
"18941","ENSRNOG00000053778","unkown",5.821736335,-2.611498803,0.71249213,-3.665301964,0.000247047,0.000676906
"18981","ENSRNOG00000053864","unkown",5.957831857,-2.198123306,0.69930909,-3.143278612,0.001670667,0.004054659
"19014","ENSRNOG00000053935","unkown",2.016651868,-4.212199794,1.504597913,-2.799551799,0.005117361,0.011454684
"19074","ENSRNOG00000054073","unkown",6.510060146,-2.361857991,0.703682669,-3.356424842,0.000789572,0.002015428
"19152","ENSRNOG00000054246","unkown",5.426083186,-2.249517673,0.862140951,-2.609222622,0.009074818,0.01935231
"19239","ENSRNOG00000054420","Vdr",2120.810339,-2.573734631,0.077144124,-33.36267874,4.77e-244,9.18e-242
"19516","ENSRNOG00000054993","unkown",17.37465988,-2.478786637,0.530247596,-4.674772038,2.94e-06,9.97e-06
"19552","ENSRNOG00000055061","LOC100361693",1.74706251,-4.563758689,1.673059732,-2.727791843,0.006375983,0.01403608
"19657","ENSRNOG00000055293","Ptprb",7.984333555,-3.652000727,0.736979198,-4.955364737,7.22e-07,2.6e-06
"20104","ENSRNOG00000056219","Olr1",238.213592,-2.86968901,0.125497282,-22.86654312,1e-115,5.27e-114
"20300","ENSRNOG00000056645","unkown",2.991801666,-3.267029465,1.157707138,-2.821982658,0.004772776,0.010750077
"20384","ENSRNOG00000056804","unkown",4.471258155,-3.025583389,0.964761799,-3.136093689,0.001712145,0.004149507
"20594","ENSRNOG00000057230","unkown",9.412801025,-3.85958459,0.860042961,-4.487664879,7.2e-06,2.34e-05
"20623","ENSRNOG00000057296","unkown",32.59876477,-2.273403432,0.377542096,-6.021589257,1.73e-09,7.75e-09
"20738","ENSRNOG00000057556","Pdzrn3",2958.775885,-2.280980762,0.074198891,-30.74144011,1.59e-207,2.3e-205
"20806","ENSRNOG00000057710","unkown",230.9902122,-2.156699442,0.133136715,-16.19913361,5.11e-59,1.16e-57
"20867","ENSRNOG00000057822","unkown",105.2330158,-2.231800028,0.21350937,-10.45293715,1.42e-25,1.42e-24
"21080","ENSRNOG00000058260","Gpbar1",2.402574668,-3.576746406,1.366078044,-2.618259199,0.008837964,0.018877438
"21091","ENSRNOG00000058277","AC080157.1",6.885925786,-2.515495434,0.769963984,-3.267029999,0.001086822,0.002712198
"21129","ENSRNOG00000058370","unkown",168.0699957,-2.077642719,0.147341632,-14.10085322,3.75e-45,6.39e-44
"21155","ENSRNOG00000058421","unkown",2.460955885,-3.700265197,1.575867418,-2.348081542,0.01887039,0.037536986
"21184","ENSRNOG00000058470","Col12a1",42932.08784,-3.085032183,0.188361135,-16.37828414,2.73e-60,6.39e-59
"21271","ENSRNOG00000058645","Tnc",90719.50457,-2.388403638,0.114945231,-20.77862313,6.76e-96,2.64e-94
